City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (Last 3 hrs),Snow Inches (Last 3 hrs)
230,Raudeberg,NO,2020-04-18 03:18:25,61.99,5.14,37.99,74,23,5.82,few clouds,0.0,0.0
231,Glotovka,RU,2020-04-18 03:18:25,53.95,46.7,32.92,87,100,10.25,overcast clouds,0.0,0.0
232,Huarmey,PE,2020-04-18 03:18:25,-10.07,-78.15,73.33,75,75,7.29,broken clouds,0.0,0.0
233,La Argentina,CO,2020-04-18 03:18:26,2.2,-75.98,60.08,59,75,2.3,light rain,0.12,0.0
234,Uvira,CD,2020-04-18 03:18:27,-3.41,29.15,71.78,49,100,0.69,light rain,0.6,0.0
235,Darhan,MN,2020-04-18 03:18:27,49.49,105.92,48.81,38,32,5.99,scattered clouds,0.0,0.0
236,Adeje,ES,2020-04-18 03:18:27,28.12,-16.73,66.99,63,40,1.12,scattered clouds,0.0,0.0
237,Kloulklubed,PW,2020-04-18 03:18:28,7.04,134.26,86.0,74,75,9.17,broken clouds,0.0,0.0
238,La Llanada,CO,2020-04-18 03:18:28,1.49,-77.58,47.66,62,54,1.23,light rain,1.03,0.0
239,Yongan,CN,2020-04-18 03:18:28,39.7,113.69,56.43,22,100,7.07,overcast clouds,0.0,0.0
240,Roma,US,2020-04-18 03:18:28,43.21,-75.46,34.0,86,90,3.36,light rain,0.0,0.0
241,Paso De Los Toros,UY,2020-04-18 03:18:28,-32.82,-56.52,57.63,78,0,6.82,clear sky,0.0,0.0
242,Pacific Grove,US,2020-04-18 03:17:20,36.62,-121.92,57.2,67,90,4.7,overcast clouds,0.0,0.0
243,Port Blair,IN,2020-04-18 03:13:59,11.67,92.75,83.5,71,61,3.38,broken clouds,0.0,0.0
244,Mokshan,RU,2020-04-18 03:18:29,53.44,44.61,37.0,62,93,11.12,light snow,0.0,0.56
245,Tieli,CN,2020-04-18 03:18:29,46.95,128.05,65.44,23,0,3.85,clear sky,0.0,0.0
246,Kushima,JP,2020-04-18 03:18:30,31.46,131.23,71.6,49,40,25.28,scattered clouds,0.0,0.0
247,Talnakh,RU,2020-04-18 03:18:30,69.49,88.4,30.2,86,97,24.61,overcast clouds,0.0,0.0
248,Marystown,CA,2020-04-18 03:15:09,47.17,-55.15,31.06,90,43,12.46,scattered clouds,0.0,0.0
249,Tual,ID,2020-04-18 03:14:55,-5.67,132.75,84.99,73,93,8.48,overcast clouds,0.0,0.0
250,Hare Bay,CA,2020-04-18 03:18:31,48.85,-54.01,28.4,58,75,3.36,broken clouds,0.0,0.0
251,Lazaro Cardenas,MX,2020-04-18 03:18:31,17.96,-102.2,75.42,71,70,1.36,broken clouds,0.0,0.0
252,Lata,PT,2020-04-18 03:18:31,40.16,-8.33,55.0,96,0,2.48,clear sky,0.0,0.0
253,Bosaso,SO,2020-04-18 03:18:32,11.28,49.18,83.52,72,48,5.82,scattered clouds,0.0,0.0
254,Saint-Leu,RE,2020-04-18 03:18:32,-21.15,55.28,73.4,73,0,10.29,clear sky,0.0,0.0
255,San Isidro,PE,2020-04-18 03:18:32,-12.12,-77.05,69.8,83,100,9.17,overcast clouds,0.0,0.0
256,Sesheke,ZM,2020-04-18 03:18:33,-17.48,24.3,64.4,93,3,3.36,clear sky,0.0,0.0
257,Rozhyshche,UA,2020-04-18 03:18:33,50.92,25.27,32.02,85,33,5.39,scattered clouds,0.0,0.0
258,Ossora,RU,2020-04-18 03:18:33,59.24,163.07,28.44,90,0,10.76,clear sky,0.0,0.0
259,Chokurdakh,RU,2020-04-18 03:14:19,70.63,147.92,-3.08,90,50,4.85,scattered clouds,0.0,0.0
260,Tsabong,BW,2020-04-18 03:18:34,-26.02,22.4,66.2,25,5,10.02,clear sky,0.0,0.0
261,Arraial Do Cabo,BR,2020-04-18 03:18:34,-22.97,-42.03,73.8,70,73,10.36,broken clouds,0.0,0.0
262,Olavarria,AR,2020-04-18 03:18:35,-36.89,-60.32,57.99,71,0,1.01,clear sky,0.0,0.0
263,Katima Mulilo,NA,2020-04-18 03:18:35,-17.5,24.27,64.4,93,4,3.36,clear sky,0.0,0.0
264,Montbrison,FR,2020-04-18 03:15:24,45.67,4.08,52.0,75,98,4.7,overcast clouds,0.0,0.0
265,Victoria,HK,2020-04-18 03:14:15,22.29,114.16,80.01,61,100,8.01,overcast clouds,0.0,0.0
266,Demba,CD,2020-04-18 03:18:36,-5.51,22.27,69.1,82,100,1.5,overcast clouds,0.0,0.0
267,Broome,US,2020-04-18 03:18:36,42.25,-75.83,33.01,92,90,6.93,snow,0.0,0.0
268,Baoning,CN,2020-04-18 03:18:37,25.34,110.03,69.8,100,90,2.24,light intensity drizzle,0.0,0.0
269,Asau,RO,2020-04-18 03:14:53,46.43,26.4,50.0,53,99,11.41,light rain,0.83,0.0
270,Oranjemund,NA,2020-04-18 03:18:37,-28.55,16.43,55.27,93,19,0.98,few clouds,0.0,0.0
271,Pochutla,MX,2020-04-18 03:18:38,15.74,-96.47,82.99,78,22,3.74,few clouds,0.0,0.0
272,Coihaique,CL,2020-04-18 03:18:11,-45.58,-72.07,50.0,81,20,9.17,light rain,0.0,0.0
273,Quatre Cocos,MU,2020-04-18 03:18:38,-20.21,57.76,77.0,83,75,12.75,shower rain,0.0,0.0
274,Nagato,JP,2020-04-18 03:18:38,34.38,131.2,64.99,51,75,21.92,broken clouds,0.0,0.0
275,Abu Samrah,SY,2020-04-18 03:18:39,35.3,37.18,59.2,53,1,2.59,clear sky,0.0,0.0
276,Klaksvik,FO,2020-04-18 03:16:14,62.23,-6.59,41.0,86,0,10.29,clear sky,0.0,0.0
277,Chapais,CA,2020-04-18 03:18:40,49.78,-74.85,15.8,92,20,3.36,few clouds,0.0,0.0
278,Drumheller,CA,2020-04-18 03:15:22,51.46,-112.71,37.0,42,100,7.74,light rain,0.15,0.0
279,Santa Cruz Cabralia,BR,2020-04-18 03:18:41,-16.28,-39.02,73.4,94,75,3.36,light rain,0.0,0.0
280,Haines Junction,CA,2020-04-18 03:16:23,60.75,-137.51,41.31,60,97,1.34,overcast clouds,0.0,0.0
281,Barka Kana,IN,2020-04-18 03:18:41,23.62,85.48,80.6,57,40,3.06,haze,0.0,0.0
282,Isla Vista,US,2020-04-18 03:18:41,34.41,-119.86,60.8,72,75,4.7,broken clouds,0.0,0.0
283,Corinto,GR,2020-04-18 03:18:42,37.94,22.96,50.0,81,1,4.72,clear sky,0.0,0.0
284,Mount Isa,AU,2020-04-18 03:17:56,-20.73,139.5,93.2,18,9,6.93,clear sky,0.0,0.0
285,Altamont,US,2020-04-18 03:18:42,42.21,-121.74,54.0,25,1,3.36,clear sky,0.0,0.0
286,Tradate,IT,2020-04-18 03:18:43,45.71,8.91,50.0,81,93,4.7,overcast clouds,0.0,0.0
287,Port-Cartier,CA,2020-04-18 03:18:43,50.03,-66.87,27.0,49,20,3.36,few clouds,0.0,0.0
288,Shestakovo,RU,2020-04-18 03:18:43,56.49,103.96,33.73,71,82,10.02,broken clouds,0.0,0.0
289,Wanaka,NZ,2020-04-18 03:18:43,-44.7,169.15,53.73,42,19,9.98,few clouds,0.0,0.0
290,Sur,OM,2020-04-18 03:18:44,22.57,59.53,79.23,75,0,6.15,clear sky,0.0,0.0
291,Harper,LR,2020-04-18 03:18:44,4.38,-7.72,81.27,87,97,10.6,overcast clouds,0.0,0.0
292,Kamenka,RU,2020-04-18 03:18:45,51.32,42.77,33.01,84,1,8.84,clear sky,0.0,0.0
293,Nabire,ID,2020-04-18 03:18:45,-3.37,135.48,89.26,59,66,5.84,light rain,0.33,0.0
294,Norman Wells,CA,2020-04-18 03:14:59,65.28,-126.83,39.2,60,90,2.24,overcast clouds,0.0,0.0
295,Mbaiki,CF,2020-04-18 03:18:46,3.87,17.99,72.34,82,100,4.99,overcast clouds,0.0,0.0
296,Bethanien,NA,2020-04-18 03:18:47,-26.5,17.16,55.71,30,0,0.65,clear sky,0.0,0.0
297,Tautira,PF,2020-04-18 03:18:47,-17.73,-149.15,86.0,70,95,5.82,overcast clouds,0.0,0.0
298,Nurota,UZ,2020-04-18 03:18:47,40.56,65.69,55.4,82,6,4.7,clear sky,0.0,0.0
299,Saint-Pierre,RE,2020-04-18 03:18:47,-21.34,55.48,73.4,73,0,10.29,light rain,0.25,0.0
300,Taoudenni,ML,2020-04-18 03:18:48,22.68,-3.98,86.99,23,37,3.58,scattered clouds,0.0,0.0
301,Inyonga,TZ,2020-04-18 03:18:48,-6.72,32.07,63.25,69,96,3.6,light rain,0.13,0.0
302,Benghazi,LY,2020-04-18 03:16:35,32.12,20.07,59.11,75,0,10.83,clear sky,0.0,0.0
303,Muros,ES,2020-04-18 03:18:49,42.78,-9.06,54.0,93,33,1.01,light rain,0.39,0.0
304,Cerritos,US,2020-04-18 03:18:49,33.86,-118.06,61.0,67,20,6.93,few clouds,0.0,0.0
305,Lat Yao,TH,2020-04-18 03:18:49,15.75,99.79,89.58,46,84,2.28,broken clouds,0.0,0.0
306,Semey,KZ,2020-04-18 03:18:50,50.41,80.23,50.0,53,0,6.71,clear sky,0.0,0.0
307,Cloquet,US,2020-04-18 03:18:50,46.72,-92.46,37.4,34,1,4.7,clear sky,0.0,0.0
308,Gunnedah,AU,2020-04-18 03:18:50,-30.98,150.25,68.0,40,76,3.36,broken clouds,0.0,0.0
309,Naze,JP,2020-04-18 03:14:25,28.37,129.48,71.6,78,75,8.05,broken clouds,0.0,0.0
310,Punta De Piedra,VE,2020-04-18 03:18:51,7.62,-71.49,78.06,54,41,3.0,scattered clouds,0.0,0.0
311,Suntar,RU,2020-04-18 03:18:51,62.14,117.63,17.92,85,100,6.8,overcast clouds,0.0,0.0
312,Trat,TH,2020-04-18 03:18:51,12.5,102.5,82.4,88,20,3.36,few clouds,0.0,0.0
313,Ishigaki,JP,2020-04-18 03:18:51,24.34,124.16,78.8,88,75,10.29,broken clouds,0.0,0.0
314,Araguaina,BR,2020-04-18 03:18:52,-7.19,-48.21,73.53,89,97,3.69,light rain,0.54,0.0
315,Vallenar,CL,2020-04-18 03:18:52,-28.57,-70.76,63.32,53,0,1.61,clear sky,0.0,0.0
316,Katsuura,JP,2020-04-18 03:15:30,35.13,140.3,62.6,93,75,18.34,light intensity shower rain,0.0,0.0
317,Clyde River,CA,2020-04-18 03:18:52,70.47,-68.59,8.6,84,90,17.22,light snow,0.0,0.0
318,Puerto Narino,CO,2020-04-18 03:18:53,-3.77,-70.38,75.2,100,40,2.98,scattered clouds,0.0,0.0
319,Gunjur,GM,2020-04-18 03:18:53,13.2,-16.73,71.6,83,17,11.41,light rain,0.14,0.0
320,Kununurra,AU,2020-04-18 03:18:53,-15.77,128.73,96.8,37,30,5.82,scattered clouds,0.0,0.0
321,Pinhao,BR,2020-04-18 03:18:54,-25.7,-51.66,48.4,60,20,3.42,few clouds,0.0,0.0
322,Les Escoumins,CA,2020-04-18 03:18:54,48.11,-69.02,20.62,92,0,4.9,clear sky,0.0,0.0
323,Pangnirtung,CA,2020-04-18 03:16:31,66.15,-65.71,1.42,88,100,3.02,light snow,0.0,0.11
324,Shimoda,JP,2020-04-18 03:18:54,34.67,138.95,62.6,88,75,35.57,light intensity shower rain,0.0,0.0
325,Ponta Do Sol,PT,2020-04-18 03:18:55,32.67,-17.1,55.99,66,12,6.64,few clouds,0.0,0.0
326,Asfi,MA,2020-04-18 03:18:55,32.3,-9.24,61.81,78,77,7.07,broken clouds,0.0,0.0
327,Kudahuvadhoo,MV,2020-04-18 03:14:49,2.67,72.89,85.35,71,67,6.82,broken clouds,0.0,0.0
328,Portland,US,2020-04-18 03:14:04,45.52,-122.68,70.0,30,95,2.17,overcast clouds,0.0,0.0
329,Yako,BF,2020-04-18 03:18:55,12.97,-2.27,82.56,13,28,6.93,scattered clouds,0.0,0.0
330,Petrovsk-Zabaykalskiy,RU,2020-04-18 03:18:56,51.27,108.84,45.7,39,29,13.44,scattered clouds,0.0,0.0
331,Arman,RU,2020-04-18 03:18:56,59.7,150.17,21.06,95,100,14.14,light snow,0.0,1.08
332,Yulara,AU,2020-04-18 03:18:56,-25.24,130.99,80.6,32,8,9.17,clear sky,0.0,0.0
333,Ibra,OM,2020-04-18 03:18:56,22.69,58.53,77.94,47,0,2.3,clear sky,0.0,0.0
334,Miri,MY,2020-04-18 03:18:56,4.41,114.01,87.8,84,75,3.36,broken clouds,0.0,0.0
335,Ust-Koksa,RU,2020-04-18 03:18:57,50.27,85.61,45.19,42,0,1.21,clear sky,0.0,0.0
336,Surt,LY,2020-04-18 03:18:57,31.21,16.59,59.22,76,0,5.41,clear sky,0.0,0.0
337,Lobatse,BW,2020-04-18 03:18:57,-25.22,25.67,62.6,82,75,17.22,broken clouds,0.0,0.0
338,Rogers,US,2020-04-18 03:18:57,36.37,-95.58,39.0,76,1,7.74,clear sky,0.0,0.0
339,Mandalgovi,MN,2020-04-18 03:18:57,45.76,106.27,44.24,45,100,17.05,light rain,0.27,0.0
340,Hofn,IS,2020-04-18 03:18:58,64.25,-15.21,42.24,83,100,10.0,overcast clouds,0.0,0.0
341,Bama,NG,2020-04-18 03:18:58,11.52,13.69,68.97,17,0,1.72,clear sky,0.0,0.0
342,Borogontsy,RU,2020-04-18 03:18:58,62.67,131.17,15.12,81,78,7.14,broken clouds,0.0,0.0
343,Maltahohe,NA,2020-04-18 03:18:59,-24.83,16.98,61.29,17,0,5.19,clear sky,0.0,0.0
344,Anadyr,RU,2020-04-18 03:18:59,64.75,177.48,19.0,78,75,4.47,broken clouds,0.0,0.0
345,Valdivia,CL,2020-04-18 03:15:36,-39.81,-73.25,60.8,100,90,5.82,moderate rain,0.0,0.0
346,Srednekolymsk,RU,2020-04-18 03:18:59,67.45,153.68,5.32,92,100,13.04,light snow,0.0,0.13
347,Ashdod,IL,2020-04-18 03:18:59,31.82,34.65,61.0,87,0,2.24,clear sky,0.0,0.0
348,Port Lincoln,AU,2020-04-18 03:16:28,-34.73,135.87,65.41,60,39,12.44,light rain,0.35,0.0
349,Maldonado,UY,2020-04-18 03:17:26,-34.67,-54.92,59.0,100,0,4.7,clear sky,0.0,0.0
350,Yantzaza,EC,2020-04-18 03:19:00,-3.83,-78.76,68.49,59,100,1.7,light rain,1.22,0.0
351,Ouallam,NE,2020-04-18 03:19:00,14.32,2.09,82.6,13,53,7.85,broken clouds,0.0,0.0
352,Nakhon Si Thammarat,TH,2020-04-18 03:15:43,8.43,99.97,89.6,75,20,4.7,few clouds,0.0,0.0
353,Necochea,AR,2020-04-18 03:19:01,-38.55,-58.74,60.01,86,2,8.01,clear sky,0.0,0.0
354,Naryan-Mar,RU,2020-04-18 03:19:01,67.67,53.09,31.77,98,99,8.43,overcast clouds,0.0,0.0
355,Mariental,NA,2020-04-18 03:19:01,-24.63,17.97,64.33,17,0,2.28,clear sky,0.0,0.0
356,Mapastepec,MX,2020-04-18 03:19:02,15.43,-92.9,81.19,72,18,0.56,few clouds,0.0,0.0
357,Lakatoro,VU,2020-04-18 03:19:02,-16.1,167.42,86.0,66,75,5.82,broken clouds,0.0,0.0
358,Santo Domingo,DO,2020-04-18 03:16:58,18.5,-69.99,78.01,100,62,5.82,light rain,1.04,0.0
359,Chitral,PK,2020-04-18 03:19:02,35.85,71.79,52.3,28,100,3.98,overcast clouds,0.0,0.0
360,Saldanha,ZA,2020-04-18 03:14:31,-33.01,17.94,53.6,81,8,5.82,clear sky,0.0,0.0
361,Sungaipenuh,ID,2020-04-18 03:19:03,-2.08,101.38,77.38,57,38,0.63,light rain,1.4,0.0
362,Gola Bazar,IN,2020-04-18 03:19:03,26.34,83.36,88.72,37,0,7.78,clear sky,0.0,0.0
363,Kanniyakumari,IN,2020-04-18 03:19:03,8.08,77.57,85.6,66,90,1.41,overcast clouds,0.0,0.0
364,Bhan,PK,2020-04-18 03:19:04,26.56,67.72,85.69,34,63,6.42,broken clouds,0.0,0.0
365,Deputatskiy,RU,2020-04-18 03:16:00,69.3,139.9,-2.02,82,9,3.06,clear sky,0.0,0.0
366,Kavaratti,IN,2020-04-18 03:19:04,10.57,72.64,84.72,68,96,3.78,overcast clouds,0.0,0.0
367,Mayumba,GA,2020-04-18 03:19:04,-3.43,10.66,79.7,84,96,5.32,overcast clouds,0.0,0.0
368,Columbus,US,2020-04-18 03:17:53,39.96,-83.0,43.0,87,90,12.75,light rain,0.0,0.0
369,Artigas,UY,2020-04-18 03:19:05,-30.4,-56.47,58.59,72,0,7.67,clear sky,0.0,0.0
370,Pontes E Lacerda,BR,2020-04-18 03:15:48,-15.23,-59.34,62.42,71,28,2.51,scattered clouds,0.0,0.0
371,Lavrentiya,RU,2020-04-18 03:19:05,65.58,-171.0,23.23,97,100,13.22,light snow,0.0,0.79
372,Aksha,RU,2020-04-18 03:19:05,50.28,113.29,56.17,31,94,16.22,overcast clouds,0.0,0.0
373,Mitsamiouli,KM,2020-04-18 03:19:05,-11.38,43.28,83.82,70,0,11.34,light rain,0.14,0.0
374,Sierra Vista,US,2020-04-18 03:15:03,31.55,-110.3,64.99,20,1,8.05,clear sky,0.0,0.0
375,Kashi,CN,2020-04-18 03:19:06,39.45,75.98,51.8,71,40,7.58,scattered clouds,0.0,0.0
376,Mount Gambier,AU,2020-04-18 03:19:06,-37.83,140.77,60.8,63,75,4.7,broken clouds,0.0,0.0
377,Ardakan,IR,2020-04-18 03:19:06,32.31,54.02,51.8,93,0,2.24,mist,0.0,0.0
378,Castro,BR,2020-04-18 03:15:49,-24.79,-50.01,51.35,67,69,3.85,broken clouds,0.0,0.0
379,Ust-Shonosha,RU,2020-04-18 03:19:07,61.15,41.34,27.39,97,97,5.64,overcast clouds,0.0,0.0
380,Macau,MO,2020-04-18 03:18:20,22.2,113.55,78.8,94,40,6.93,scattered clouds,0.0,0.0
381,Inhambane,MZ,2020-04-18 03:19:07,-23.86,35.38,75.0,83,74,7.85,broken clouds,0.0,0.0
382,Prainha,BR,2020-04-18 03:19:08,-1.8,-53.48,72.95,98,100,0.98,light rain,2.88,0.0
383,Onega,RU,2020-04-18 03:19:08,63.91,38.14,31.19,98,100,15.46,light snow,0.0,0.88
384,Bonavista,CA,2020-04-18 03:19:08,48.65,-53.11,28.0,77,73,7.0,light snow,0.0,0.15
385,Wanning,CN,2020-04-18 03:18:14,18.8,110.4,80.08,81,98,8.3,overcast clouds,0.0,0.0
386,Weligama,LK,2020-04-18 03:15:36,5.97,80.42,83.89,76,92,7.54,overcast clouds,0.0,0.0
387,Middle Island,US,2020-04-18 03:19:09,40.88,-72.94,44.6,75,90,9.62,light rain,0.0,0.0
388,Abu Dhabi,AE,2020-04-18 03:18:26,24.47,54.37,73.99,88,31,3.36,scattered clouds,0.0,0.0
389,Gorontalo,ID,2020-04-18 03:19:09,0.54,123.06,90.16,55,98,3.42,overcast clouds,0.0,0.0
390,Labuhan,ID,2020-04-18 03:19:10,-6.88,112.21,87.76,67,45,3.74,light rain,0.76,0.0
391,Moron,AR,2020-04-18 03:19:10,-34.65,-58.62,63.0,92,0,6.17,clear sky,0.0,0.0
392,Capoterra,IT,2020-04-18 03:19:10,39.18,8.97,60.01,87,75,5.82,broken clouds,0.0,0.0
393,Karasjok,NO,2020-04-18 03:19:11,69.47,25.51,35.6,80,41,46.08,light rain,0.0,0.0
394,Mandurah,AU,2020-04-18 03:19:11,-32.55,115.7,71.01,52,86,4.7,light rain,0.22,0.0
395,Havoysund,NO,2020-04-18 03:19:11,71.0,24.66,35.6,69,75,34.45,broken clouds,0.0,0.0
396,Krutikha,RU,2020-04-18 03:19:12,53.96,81.21,48.11,72,0,5.12,clear sky,0.0,0.0
397,Praia Da Vitoria,PT,2020-04-18 03:19:12,38.73,-27.07,57.2,87,20,10.85,few clouds,0.0,0.0
398,Maceio,BR,2020-04-18 03:19:12,-9.67,-35.74,75.2,100,40,4.7,scattered clouds,0.0,0.0
399,Caconda,AO,2020-04-18 03:19:12,-13.73,15.07,57.2,60,8,1.95,light rain,1.09,0.0
400,Tromso,NO,2020-04-18 03:19:12,69.65,18.96,32.0,96,75,14.99,broken clouds,0.0,0.0
401,Strezhevoy,RU,2020-04-18 03:19:13,60.73,77.59,44.6,65,100,13.42,overcast clouds,0.0,0.0
402,Yar-Sale,RU,2020-04-18 03:19:13,66.83,70.83,34.92,98,100,10.69,overcast clouds,0.0,0.0
403,Gat,IL,2020-04-18 03:17:00,31.61,34.76,61.0,77,0,1.99,clear sky,0.0,0.0
404,Ellensburg,US,2020-04-18 03:19:13,47.0,-120.55,62.6,27,1,10.29,clear sky,0.0,0.0
405,Kaliua,TZ,2020-04-18 03:19:14,-5.06,31.79,64.92,69,96,5.21,overcast clouds,0.0,0.0
406,Kuzhener,RU,2020-04-18 03:19:14,56.81,48.91,32.88,87,100,10.76,overcast clouds,0.0,0.0
407,Ulladulla,AU,2020-04-18 03:18:46,-35.35,150.47,71.6,28,2,3.36,clear sky,0.0,0.0
408,Upata,VE,2020-04-18 03:19:14,8.01,-62.4,74.8,68,88,6.46,overcast clouds,0.0,0.0
409,Severomuysk,RU,2020-04-18 03:19:14,56.15,113.43,21.85,69,100,8.05,light snow,0.0,0.94
410,Gushikawa,JP,2020-04-18 03:19:15,26.35,127.87,80.6,65,20,16.11,few clouds,0.0,0.0
411,Aketi,CD,2020-04-18 03:19:15,2.74,23.78,70.12,85,100,1.92,light rain,1.84,0.0
412,Zarubino,RU,2020-04-18 03:19:15,42.63,131.09,45.54,60,57,2.48,broken clouds,0.0,0.0
413,Arcata,US,2020-04-18 03:19:15,40.87,-124.08,54.0,81,90,4.7,overcast clouds,0.0,0.0
414,Lagunas,PE,2020-04-18 03:19:15,-5.23,-75.68,70.47,79,68,2.48,broken clouds,0.0,0.0
415,Lar,IN,2020-04-18 03:19:16,26.2,83.97,88.25,40,8,7.63,clear sky,0.0,0.0
416,Fougamou,GA,2020-04-18 03:19:16,-1.22,10.58,73.44,93,100,2.19,overcast clouds,0.0,0.0
417,Cabra,ES,2020-04-18 03:19:16,37.47,-4.44,57.2,93,20,4.7,few clouds,0.0,0.0
418,Karatau,KZ,2020-04-18 03:19:16,43.17,70.47,60.51,32,0,1.88,clear sky,0.0,0.0
419,Dunhua,CN,2020-04-18 03:19:17,43.37,128.24,53.82,46,80,1.92,broken clouds,0.0,0.0
420,Cravo Norte,CO,2020-04-18 03:19:17,6.3,-70.2,85.89,44,58,0.81,broken clouds,0.0,0.0
421,Rassvet,RU,2020-04-18 03:19:17,46.83,40.75,45.57,81,100,7.87,overcast clouds,0.0,0.0
422,Apucarana,BR,2020-04-18 03:19:17,-23.55,-51.46,55.38,61,13,3.96,few clouds,0.0,0.0
423,Wagar,SD,2020-04-18 03:19:18,16.15,36.2,69.08,34,2,6.69,clear sky,0.0,0.0
424,Terme,TR,2020-04-18 03:19:18,41.21,36.97,39.2,93,100,2.24,overcast clouds,0.0,0.0
425,Hamilton,US,2020-04-18 03:19:18,39.18,-84.53,45.0,87,90,17.22,light rain,0.0,0.0
426,Talara,PE,2020-04-18 03:19:18,-4.58,-81.27,74.86,75,63,8.5,broken clouds,0.0,0.0
427,Henties Bay,NA,2020-04-18 03:19:19,-22.12,14.28,57.0,94,1,9.66,clear sky,0.0,0.0
428,Vegreville,CA,2020-04-18 03:15:22,53.5,-112.05,35.58,74,100,11.74,overcast clouds,0.0,0.0
429,Naustdal,NO,2020-04-18 03:19:19,61.51,5.72,35.6,74,17,5.82,few clouds,0.0,0.0
430,Benguela,AO,2020-04-18 03:19:19,-12.58,13.41,77.81,85,78,1.45,broken clouds,0.0,0.0
431,Alice Springs,AU,2020-04-18 03:19:20,-23.7,133.88,78.8,29,40,10.29,scattered clouds,0.0,0.0
432,Samfya,ZM,2020-04-18 03:19:20,-11.36,29.56,63.14,65,100,6.04,overcast clouds,0.0,0.0
433,Verkhnyaya Inta,RU,2020-04-18 03:19:20,65.98,60.31,34.7,82,83,8.59,broken clouds,0.0,0.0
434,Gallup,US,2020-04-18 03:19:20,35.53,-108.74,52.0,24,1,3.36,clear sky,0.0,0.0
435,Muravlenko,RU,2020-04-18 03:19:20,63.79,74.52,39.52,94,95,16.49,overcast clouds,0.0,0.0
436,Nome,US,2020-04-18 03:19:21,64.5,-165.41,35.6,100,90,10.29,light rain,0.0,0.0
437,Neuquen,AR,2020-04-18 03:18:33,-38.95,-68.06,64.4,68,47,1.03,scattered clouds,0.0,0.0
438,Carutapera,BR,2020-04-18 03:16:35,-1.2,-46.02,76.77,90,100,6.82,light rain,0.33,0.0
439,Tilichiki,RU,2020-04-18 03:15:18,60.47,166.1,16.02,91,35,16.84,scattered clouds,0.0,0.0
440,Sal Rei,CV,2020-04-18 03:19:22,16.18,-22.92,69.8,68,20,10.29,few clouds,0.0,0.0
441,Buala,SB,2020-04-18 03:19:22,-8.14,159.59,82.74,76,94,5.41,light rain,2.8,0.0
442,Moose Factory,CA,2020-04-18 03:19:22,51.26,-80.61,23.0,57,1,5.82,clear sky,0.0,0.0
443,Valparaiso,CL,2020-04-18 03:19:23,-33.04,-71.63,53.6,93,90,3.36,fog,0.0,0.0
444,Nchelenge,ZM,2020-04-18 03:19:23,-9.35,28.73,69.04,65,95,7.09,light rain,0.31,0.0
445,Abha,SA,2020-04-18 03:19:23,18.22,42.51,59.0,93,0,4.7,clear sky,0.0,0.0
446,Bukama,CD,2020-04-18 03:19:23,-9.2,25.85,70.52,78,100,1.74,light rain,1.66,0.0
447,Piedras Negras,MX,2020-04-18 03:15:45,28.7,-100.52,68.07,74,1,9.1,clear sky,0.0,0.0
448,Sao Paulo De Olivenca,BR,2020-04-18 03:19:24,-3.38,-68.87,74.32,95,100,2.59,light rain,1.56,0.0
449,Sinnamary,GF,2020-04-18 03:19:24,5.38,-52.95,79.27,84,94,12.19,light rain,1.8,0.0
450,Tigil,RU,2020-04-18 03:15:55,57.8,158.67,27.54,95,98,2.26,overcast clouds,0.0,0.0
451,Altea,ES,2020-04-18 03:19:24,38.6,-0.05,60.01,87,97,1.01,overcast clouds,0.0,0.0
452,Petropavlovsk-Kamchatskiy,RU,2020-04-18 03:19:25,53.05,158.65,50.0,34,0,6.71,clear sky,0.0,0.0
453,Soyo,AO,2020-04-18 03:19:25,-6.13,12.37,78.42,87,98,0.85,moderate rain,4.46,0.0
454,Brumado,BR,2020-04-18 03:19:25,-14.2,-41.67,71.96,78,44,3.53,light rain,0.76,0.0
455,Goderich,CA,2020-04-18 03:19:25,43.75,-81.72,32.0,86,80,3.98,broken clouds,0.0,0.0
456,Winnipeg,CA,2020-04-18 03:14:57,49.88,-97.15,42.8,52,90,16.11,overcast clouds,0.0,0.0
457,Vila Franca Do Campo,PT,2020-04-18 03:18:31,37.72,-25.43,55.4,87,20,4.7,few clouds,0.0,0.0
458,Janakpur,NP,2020-04-18 03:19:26,26.72,85.91,87.03,40,0,9.84,clear sky,0.0,0.0
459,Bobo Dioulasso,BF,2020-04-18 03:19:26,11.18,-4.3,87.8,70,71,11.41,dust,0.0,0.0
460,Rio Grande,BR,2020-04-18 03:15:58,-32.03,-52.1,52.0,97,0,8.34,clear sky,0.0,0.0
461,Sola,VU,2020-04-18 03:19:27,-13.88,167.55,82.06,75,89,9.42,light rain,0.84,0.0
462,Truro,GB,2020-04-18 03:19:27,50.27,-5.05,52.0,93,63,16.11,broken clouds,0.0,0.0
463,Russell,US,2020-04-18 03:19:27,32.35,-85.2,66.2,87,1,3.74,clear sky,0.0,0.0
464,Meulaboh,ID,2020-04-18 03:19:28,4.14,96.13,83.88,71,97,3.13,overcast clouds,0.0,0.0
465,Port Moresby,PG,2020-04-18 03:19:28,-9.44,147.18,89.6,59,20,14.99,few clouds,0.0,0.0
466,Camana,PE,2020-04-18 03:19:28,-16.62,-72.71,71.33,75,95,7.2,overcast clouds,0.0,0.0
