City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Esperance,AU,2020-04-15 05:24:52,-33.87,121.9,69.8,49,90,23.04
305,Tautira,PF,2020-04-15 05:24:52,-17.73,-149.15,84.2,74,14,6.93
306,Gweta,BW,2020-04-15 05:24:53,-20.18,25.23,75.54,37,62,5.79
307,Bang Len,TH,2020-04-15 05:24:53,14.02,100.17,95.0,52,40,3.36
308,Canto Do Buriti,BR,2020-04-15 05:24:53,-8.11,-42.94,71.1,89,98,1.59
309,Muscatine,US,2020-04-15 05:24:53,41.47,-91.13,34.0,55,90,6.93
310,Ravar,IR,2020-04-15 05:24:54,31.27,56.81,63.64,28,0,4.72
311,Sorland,NO,2020-04-15 05:24:54,67.67,12.69,37.4,86,75,18.34
312,Udachnyy,RU,2020-04-15 05:24:54,66.42,112.4,19.4,44,99,6.71
313,Padang,ID,2020-04-15 05:19:55,-0.95,100.35,87.13,66,76,4.68
314,Tura,IN,2020-04-15 05:24:55,25.52,90.22,95.4,27,25,5.86
315,Nampula,MZ,2020-04-15 05:24:55,-15.12,39.27,71.6,100,20,2.24
316,Goderich,CA,2020-04-15 05:24:55,43.75,-81.72,35.01,65,44,14.27
317,Kavieng,PG,2020-04-15 05:24:56,-2.57,150.8,83.57,73,61,5.26
318,Auki,SB,2020-04-15 05:22:01,-8.77,160.7,85.14,72,85,6.17
319,Borba,BR,2020-04-15 05:24:56,-4.39,-59.59,72.86,98,98,2.1
320,Punakha,BT,2020-04-15 05:24:56,27.58,89.86,82.2,13,3,5.99
321,General Roca,AR,2020-04-15 05:24:56,-39.03,-67.58,55.4,82,93,13.15
322,Klyuchi,RU,2020-04-15 05:24:56,52.27,79.17,51.75,44,98,13.38
323,Narsaq,GL,2020-04-15 05:24:57,60.92,-46.05,30.2,50,98,7.85
324,Karabulak,RU,2020-04-15 05:24:57,43.3,44.9,57.2,47,77,6.71
325,Ballina,AU,2020-04-15 05:24:57,-28.87,153.57,80.6,53,1,10.29
326,Derbent,RU,2020-04-15 05:24:57,42.07,48.29,56.98,46,0,3.51
327,Vardo,NO,2020-04-15 05:24:58,70.37,31.11,35.6,74,75,14.99
328,Mbandaka,CD,2020-04-15 05:24:58,0.05,18.26,74.93,85,98,1.03
329,Aklavik,CA,2020-04-15 05:24:58,68.22,-135.01,33.8,69,75,4.7
330,Hita,JP,2020-04-15 05:24:58,33.32,130.93,73.0,45,98,9.17
331,Margate,GB,2020-04-15 05:24:58,51.38,1.39,45.0,70,99,6.38
332,Aktash,RU,2020-04-15 05:24:59,50.3,87.73,39.88,30,53,3.0
333,Vidim,RU,2020-04-15 05:24:59,56.41,103.11,55.33,36,0,1.95
334,Viedma,AR,2020-04-15 05:24:59,-40.81,-63.0,52.66,79,18,8.63
335,Baykit,RU,2020-04-15 05:24:59,61.67,96.37,41.32,78,77,1.21
336,Poum,NC,2020-04-15 05:25:00,-20.23,164.02,79.0,80,40,16.46
337,Chubbuck,US,2020-04-15 05:23:48,42.92,-112.47,46.4,28,75,24.16
338,Somerset East,ZA,2020-04-15 05:25:00,-32.72,25.59,54.48,67,23,0.89
339,Sonoita,MX,2020-04-15 05:25:00,31.85,-112.83,66.0,18,0,13.15
340,Seymchan,RU,2020-04-15 05:23:47,62.88,152.43,20.55,87,100,0.81
341,Meulaboh,ID,2020-04-15 05:25:00,4.14,96.13,87.98,59,49,2.64
342,Atasu,KZ,2020-04-15 05:25:01,48.68,71.64,46.53,47,0,14.47
343,Santiago Del Estero,AR,2020-04-15 05:25:01,-27.8,-64.26,58.59,58,6,5.17
344,Brae,GB,2020-04-15 05:25:01,60.4,-1.35,46.4,81,99,28.86
345,Rakiv Lis,UA,2020-04-15 05:25:02,51.62,24.92,37.99,67,11,14.14
346,Olafsvik,IS,2020-04-15 05:24:45,64.89,-23.71,38.28,73,89,28.83
347,Khasan,RU,2020-04-15 05:25:02,42.43,130.64,50.97,45,0,11.72
348,Half Moon Bay,US,2020-04-15 05:21:24,37.46,-122.43,63.0,36,20,5.82
349,Furth Im Wald,DE,2020-04-15 05:25:02,49.31,12.84,30.0,92,8,2.24
350,Keflavik,IS,2020-04-15 05:25:03,64.0,-22.56,37.4,80,75,27.51
351,Imbituba,BR,2020-04-15 05:25:03,-28.24,-48.67,66.2,63,4,12.75
352,Chihuahua,MX,2020-04-15 05:25:03,28.5,-106.0,66.0,24,71,3.0
353,Camacha,PT,2020-04-15 05:25:03,33.08,-16.33,60.8,72,75,13.87
354,Moerai,PF,2020-04-15 05:25:03,-22.43,-151.33,76.95,64,61,10.02
355,Glushkovo,RU,2020-04-15 05:25:04,51.34,34.63,39.29,68,51,13.85
356,Altay,CN,2020-04-15 05:25:04,47.87,88.12,54.59,36,85,5.39
357,Kloulklubed,PW,2020-04-15 05:22:02,7.04,134.26,87.8,66,75,9.17
358,Chapais,CA,2020-04-15 05:25:04,49.78,-74.85,21.2,67,90,6.93
359,Jiuquan,CN,2020-04-15 05:25:04,39.74,98.52,66.61,19,35,7.36
360,Lander,US,2020-04-15 05:25:05,42.83,-108.73,33.01,58,1,3.36
361,Srandakan,ID,2020-04-15 05:25:05,-7.94,110.25,86.4,66,29,5.66
362,Freeport,US,2020-04-15 05:20:26,40.66,-73.58,48.99,61,90,12.75
363,Singaraja,ID,2020-04-15 05:25:05,-8.11,115.09,85.35,69,3,4.72
364,Kudahuvadhoo,MV,2020-04-15 05:25:05,2.67,72.89,84.45,68,49,4.16
365,Jacareacanga,BR,2020-04-15 05:25:06,-6.22,-57.75,72.91,95,99,1.19
366,General Pico,AR,2020-04-15 05:25:06,-35.66,-63.76,51.44,49,17,2.42
367,Polunochnoye,RU,2020-04-15 05:25:06,60.87,60.42,36.5,92,100,3.38
368,Tecoanapa,MX,2020-04-15 05:25:06,16.52,-98.75,76.62,75,86,3.58
369,Neyvo-Shaytanskiy,RU,2020-04-15 05:25:06,57.73,61.25,41.31,70,99,6.33
370,Port Lincoln,AU,2020-04-15 05:25:07,-34.73,135.87,77.92,30,100,18.37
371,Puerto Escondido,MX,2020-04-15 05:25:07,15.85,-97.07,77.9,71,100,3.8
372,Rocha,UY,2020-04-15 05:25:07,-34.48,-54.33,58.95,89,100,24.94
373,Boyabat,TR,2020-04-15 05:25:07,41.47,34.77,58.37,47,99,4.68
374,Lata,PT,2020-04-15 05:25:08,40.16,-8.33,54.0,87,20,6.93
375,Lorengau,PG,2020-04-15 05:25:08,-2.02,147.27,84.38,68,45,3.78
376,Gat,IL,2020-04-15 05:23:43,31.61,34.76,63.0,87,2,5.82
377,Caravelas,BR,2020-04-15 05:25:08,-17.71,-39.25,74.84,89,12,4.36
378,Faanui,PF,2020-04-15 05:21:47,-16.48,-151.75,83.21,66,17,6.98
379,Saurimo,AO,2020-04-15 05:25:09,-9.66,20.39,69.53,68,98,2.24
380,Agua Prieta,MX,2020-04-15 05:25:09,31.3,-109.57,55.0,31,75,8.05
381,Henties Bay,NA,2020-04-15 05:25:09,-22.12,14.28,55.99,93,0,3.0
382,Tigil,RU,2020-04-15 05:25:09,57.8,158.67,23.92,96,98,8.21
383,Corpus Christi,US,2020-04-15 05:20:26,27.8,-97.4,64.4,59,20,19.46
384,Mitsamiouli,KM,2020-04-15 05:25:10,-11.38,43.28,83.84,72,44,7.65
385,Broome,US,2020-04-15 05:25:10,42.25,-75.83,37.0,59,90,9.17
386,Cabinda,AO,2020-04-15 05:25:10,-5.55,12.2,79.92,87,84,5.41
387,Barreirinha,BR,2020-04-15 05:25:11,-2.79,-57.07,73.02,96,83,3.49
388,Burns Lake,CA,2020-04-15 05:25:11,54.23,-125.75,35.78,68,2,1.66
389,Bundaberg,AU,2020-04-15 05:25:11,-24.85,152.35,82.0,51,75,16.11
390,Otradnoye,RU,2020-04-15 05:25:11,59.78,30.82,35.01,82,90,6.71
391,Brigantine,US,2020-04-15 05:25:12,39.41,-74.36,50.0,70,90,8.72
392,Pierre,US,2020-04-15 05:25:12,44.37,-100.35,30.99,68,75,3.49
393,Saint-Augustin,CA,2020-04-15 05:25:12,51.23,-58.65,28.44,92,15,11.97
394,Touros,BR,2020-04-15 05:25:13,-5.2,-35.46,78.8,94,75,4.7
395,Omboue,GA,2020-04-15 05:25:13,-1.57,9.26,80.38,85,98,4.03
396,Gravdal,NO,2020-04-15 05:25:13,68.12,13.5,33.8,74,90,5.82
397,Hamilton,US,2020-04-15 05:25:13,39.18,-84.53,34.0,79,1,4.68
398,Youghal,IE,2020-04-15 05:25:13,51.95,-7.85,37.99,100,20,5.82
399,Olden,NO,2020-04-15 05:25:14,61.84,6.81,39.0,93,75,17.22
400,Hobyo,SO,2020-04-15 05:25:14,5.35,48.53,87.31,62,46,9.91
401,Patawag,PH,2020-04-15 05:25:15,8.11,122.62,88.12,59,42,8.5
402,Santarem,BR,2020-04-15 05:25:15,-2.44,-54.71,75.2,94,90,4.7
403,Sioux Lookout,CA,2020-04-15 05:25:15,50.1,-91.92,17.6,61,40,4.7
404,Necochea,AR,2020-04-15 05:25:15,-38.55,-58.74,57.0,74,0,10.0
405,Nome,US,2020-04-15 05:25:16,64.5,-165.41,32.0,96,90,8.05
406,Chaman,PK,2020-04-15 05:25:16,30.92,66.45,65.75,26,0,6.08
407,Lakes Entrance,AU,2020-04-15 05:25:16,-37.88,147.98,84.0,19,95,10.0
408,Hasaki,JP,2020-04-15 05:25:16,35.73,140.83,72.0,45,75,16.11
409,Uige,AO,2020-04-15 05:25:16,-7.61,15.06,70.11,73,98,1.68
410,Limulunga,ZM,2020-04-15 05:25:17,-15.1,23.14,69.98,54,73,3.8
411,Porto Novo,BJ,2020-04-15 05:25:17,6.5,2.6,81.54,81,67,7.54
412,Carnarvon,AU,2020-04-15 05:23:20,-24.87,113.63,82.4,48,48,23.04
413,Bandarbeyla,SO,2020-04-15 05:25:17,9.49,50.81,83.82,65,80,1.59
414,Maldonado,UY,2020-04-15 05:21:48,-34.67,-54.92,62.01,89,100,15.99
415,Ozu,JP,2020-04-15 05:25:18,33.5,132.55,66.99,55,75,8.05
416,Ketchikan,US,2020-04-15 05:25:18,55.34,-131.65,46.4,93,90,8.05
417,Astana,KZ,2020-04-15 05:25:18,51.18,71.45,46.4,54,75,20.13
418,Oriximina,BR,2020-04-15 05:25:18,-1.77,-55.87,73.81,93,95,6.58
419,Sao Jose Da Coroa Grande,BR,2020-04-15 05:25:18,-8.9,-35.15,78.51,77,54,3.0
420,Sergeyevka,KZ,2020-04-15 05:25:19,53.88,67.42,46.11,53,19,18.88
421,Saint George,US,2020-04-15 05:25:12,37.1,-113.58,48.99,34,1,9.17
422,San Juan,AR,2020-04-15 05:25:19,-31.54,-68.54,61.56,36,0,1.16
423,Ustka,PL,2020-04-15 05:25:19,54.58,16.86,43.09,79,100,24.94
424,Haines Junction,CA,2020-04-15 05:25:19,60.75,-137.51,33.24,70,85,4.34
425,Cidreira,BR,2020-04-15 05:25:20,-30.18,-50.21,60.44,67,33,21.3
426,Dagda,LV,2020-04-15 05:25:20,56.1,27.54,32.97,90,100,9.42
427,Naranjos,MX,2020-04-15 05:25:20,21.35,-97.68,75.42,83,93,17.2
428,Atikokan,CA,2020-04-15 05:25:20,48.76,-91.62,15.76,90,91,3.83
429,Korla,CN,2020-04-15 05:25:20,41.76,86.15,75.49,14,89,11.95
430,Balao,EC,2020-04-15 05:25:21,-2.92,-79.82,76.71,78,100,2.71
431,Poso,ID,2020-04-15 05:25:21,-1.4,120.75,85.15,65,95,2.84
432,Sembakung,ID,2020-04-15 05:25:21,3.82,117.25,90.45,46,97,5.64
433,Homer,US,2020-04-15 05:25:21,59.64,-151.55,41.0,86,20,0.96
434,Tibagi,BR,2020-04-15 05:25:22,-24.51,-50.41,51.01,74,0,1.74
435,Guarapari,BR,2020-04-15 05:25:22,-20.67,-40.5,73.0,88,40,3.36
436,Soyo,AO,2020-04-15 05:25:22,-6.13,12.37,79.65,88,92,4.92
437,Beyneu,KZ,2020-04-15 05:25:22,45.32,55.2,58.14,32,0,19.06
438,Gleisdorf,AT,2020-04-15 05:25:22,47.11,15.71,39.99,86,0,1.12
439,Kushima,JP,2020-04-15 05:21:44,31.46,131.23,69.8,52,75,18.34
440,Surubim,BR,2020-04-15 05:25:23,-7.83,-35.75,68.36,85,90,3.51
441,Fare,PF,2020-04-15 05:25:23,-16.7,-151.02,84.04,66,21,6.44
442,Danshui,CN,2020-04-15 05:25:23,22.8,114.47,77.0,56,92,6.71
443,Waddan,LY,2020-04-15 05:25:23,29.16,16.14,80.22,19,24,6.82
444,Krasnoselkup,RU,2020-04-15 05:22:01,65.7,82.47,27.95,93,76,11.1
445,Zholymbet,KZ,2020-04-15 05:25:24,51.74,71.71,42.75,56,68,19.6
446,Siderno,IT,2020-04-15 05:25:24,38.28,16.3,63.0,59,8,8.05
447,Ulladulla,AU,2020-04-15 05:25:06,-35.35,150.47,80.6,42,49,9.17
448,Nuuk,GL,2020-04-15 05:25:24,64.18,-51.72,28.4,68,97,16.11
449,Port-Gentil,GA,2020-04-15 05:25:25,-0.72,8.78,81.84,81,99,5.55
450,Intipuca,SV,2020-04-15 05:25:25,13.2,-88.05,82.17,77,7,7.52
451,Muros,ES,2020-04-15 05:25:25,42.78,-9.06,57.99,76,20,9.17
452,Jumla,NP,2020-04-15 05:25:25,29.27,82.18,65.23,20,59,4.03
453,Thoen,TH,2020-04-15 05:25:25,17.61,99.22,109.35,16,42,2.82
454,Gopalpur,IN,2020-04-15 05:25:26,19.27,84.92,95.58,35,0,16.49
455,Birao,CF,2020-04-15 05:25:26,10.28,22.79,81.5,12,66,14.88
456,Suratgarh,IN,2020-04-15 05:25:26,29.32,73.9,98.15,9,93,5.17
457,Buritizeiro,BR,2020-04-15 05:25:26,-17.35,-44.96,66.63,79,78,5.1
458,Ilebo,CD,2020-04-15 05:25:26,-4.32,20.58,78.12,70,62,1.9
459,Repedea,RO,2020-04-15 05:25:27,47.83,24.4,35.1,65,1,3.24
460,Ahipara,NZ,2020-04-15 05:25:27,-35.17,173.17,60.89,72,83,12.77
461,Xudat,AZ,2020-04-15 05:25:27,41.63,48.68,58.82,43,0,3.8
462,Gavrilov-Yam,RU,2020-04-15 05:25:27,57.3,39.85,37.4,93,100,2.24
463,Tukums,LV,2020-04-15 05:25:27,56.97,23.16,37.4,93,90,8.05
464,Zonguldak,TR,2020-04-15 05:25:28,41.25,31.83,49.91,76,100,4.32
465,Apatou,GF,2020-04-15 05:25:28,5.16,-54.35,70.7,92,96,0.67
466,Kanniyakumari,IN,2020-04-15 05:25:28,8.08,77.57,86.81,61,0,6.38
467,Pudozh,RU,2020-04-15 05:25:28,61.81,36.53,37.96,75,97,5.12
468,Tharad,IN,2020-04-15 05:25:29,24.4,71.63,98.38,21,75,11.9
469,Kalach-Na-Donu,RU,2020-04-15 05:25:29,48.69,43.53,55.4,43,100,13.42
470,Vitim,RU,2020-04-15 05:25:29,59.45,112.56,48.81,58,18,3.15
471,Sept-Iles,CA,2020-04-15 05:21:52,50.2,-66.38,33.8,43,20,17.22
472,Gaziantep,TR,2020-04-15 05:25:30,37.06,37.38,53.6,76,5,4.0
473,Ola,RU,2020-04-15 05:25:30,59.58,151.28,28.81,92,92,3.24
474,Bhadrachalam,IN,2020-04-15 05:25:30,17.67,80.88,101.08,24,0,8.12
475,Evanston,US,2020-04-15 05:21:50,42.04,-87.69,33.01,72,75,5.82
476,Lamballe,FR,2020-04-15 05:25:30,48.47,-2.51,41.0,86,0,6.93
477,Oussouye,SN,2020-04-15 05:25:31,12.48,-16.55,71.6,83,89,2.24
478,Skelleftea,SE,2020-04-15 05:25:31,64.75,20.95,32.0,93,100,5.82
479,Guadalajara,MX,2020-04-15 05:25:31,20.67,-103.33,72.0,22,5,3.36
480,Ginda,IN,2020-04-15 05:25:31,30.69,78.49,74.75,16,75,5.14
481,Geraldton,AU,2020-04-15 05:21:31,-28.77,114.6,77.0,41,38,19.46
482,Biak,ID,2020-04-15 05:21:30,-0.91,122.88,84.27,68,76,7.9
483,Gazli,UZ,2020-04-15 05:25:32,40.13,63.45,60.82,28,59,13.27
484,Ambilobe,MG,2020-04-15 05:25:32,-13.2,49.05,83.05,62,8,8.16
485,San Felipe,VE,2020-04-15 05:25:32,10.34,-68.74,70.45,83,41,2.71
486,Buzhakan,AM,2020-04-15 05:25:32,40.45,44.52,53.6,40,32,3.36
487,Kollam,IN,2020-04-15 05:25:33,8.88,76.6,91.4,52,20,5.82
488,Casino,AU,2020-04-15 05:25:33,-28.87,153.05,80.6,59,0,6.93
489,Rivera,UY,2020-04-15 05:25:33,-30.91,-55.55,48.65,64,0,8.08
490,Mamou,GN,2020-04-15 05:25:33,10.5,-12.0,72.25,66,100,1.5
491,Grand Gaube,MU,2020-04-15 05:25:33,-20.01,57.66,79.0,78,75,17.22
492,Chulman,RU,2020-04-15 05:25:34,56.85,124.91,39.11,53,18,5.73
493,Ambalavao,MG,2020-04-15 05:25:34,-21.83,46.93,69.67,52,20,5.75
494,Mayor Pablo Lagerenza,PY,2020-04-15 05:25:34,-19.93,-60.77,59.94,50,0,4.65
495,Shenjiamen,CN,2020-04-15 05:25:34,29.96,122.3,56.71,83,54,9.64
496,Ridgecrest,US,2020-04-15 05:25:34,35.62,-117.67,57.0,40,1,10.29
497,Tuatapere,NZ,2020-04-15 05:22:06,-46.13,167.68,48.99,89,100,5.01
498,Kupino,RU,2020-04-15 05:25:35,54.37,77.3,49.8,47,67,13.0
499,Sultanpur,IN,2020-04-15 05:24:27,26.27,82.07,103.96,14,40,6.6
500,Novo Aripuana,BR,2020-04-15 05:25:35,-5.12,-60.38,72.16,98,99,2.28
501,Ruteng,ID,2020-04-15 05:22:26,-8.61,120.47,72.82,70,71,2.08
502,Maxixe,MZ,2020-04-15 05:25:36,-23.86,35.35,79.81,77,6,11.7
503,Motygino,RU,2020-04-15 05:25:36,58.18,94.76,53.83,54,44,6.62
504,San Quintin,MX,2020-04-15 05:21:22,30.48,-115.95,60.87,79,0,8.52
505,El Alto,PE,2020-04-15 05:23:04,-4.27,-81.21,72.05,76,11,1.25
506,Lagoa,PT,2020-04-15 05:21:42,39.05,-27.98,55.78,70,35,24.81
507,Acapulco,MX,2020-04-15 05:25:37,16.86,-99.89,77.0,83,5,6.93
508,Mugan,CN,2020-04-15 05:25:37,35.94,101.38,69.4,8,0,11.23
509,Coihaique,CL,2020-04-15 05:25:37,-45.58,-72.07,48.2,87,90,2.33
510,Khani,GE,2020-04-15 05:25:38,41.96,42.96,64.4,36,100,17.22
511,Changji,CN,2020-04-15 05:25:38,44.02,87.32,62.6,55,20,4.47
512,Lang Son,VN,2020-04-15 05:25:38,21.83,106.73,78.33,54,85,6.53
513,Barao De Melgaco,BR,2020-04-15 05:25:38,-16.19,-55.97,75.2,88,75,2.24
514,Kushiro,JP,2020-04-15 05:25:38,42.98,144.37,35.6,64,75,8.05
515,Oistins,BB,2020-04-15 05:25:38,13.07,-59.53,78.8,74,20,14.99
516,Am Timan,TD,2020-04-15 05:25:39,11.03,20.28,83.01,12,29,9.24
517,Gambela,ET,2020-04-15 05:25:39,8.25,34.58,89.1,29,39,1.83
518,Solnechnyy,RU,2020-04-15 05:25:39,50.72,136.63,45.43,47,81,11.34
519,Creston,US,2020-04-15 05:25:40,41.06,-94.36,35.6,100,90,16.11
520,Todos Santos,MX,2020-04-15 05:25:40,23.45,-110.22,72.0,86,99,1.01
521,Niksic,ME,2020-04-15 05:25:40,42.77,18.94,48.2,36,52,11.41
522,Salalah,OM,2020-04-15 05:25:41,17.02,54.09,84.2,70,75,10.29
523,Vestmannaeyjar,IS,2020-04-15 05:25:41,63.44,-20.27,39.65,75,99,23.96
524,Tenenkou,ML,2020-04-15 05:25:41,14.46,-4.92,80.24,45,90,14.29
525,Vrede,ZA,2020-04-15 05:25:41,-27.43,29.17,55.36,55,64,8.01
526,Grandola,PT,2020-04-15 05:25:42,38.18,-8.57,53.01,89,66,8.99
527,Berezovo,RU,2020-04-15 05:25:42,63.94,65.04,34.25,92,100,11.83
528,Pisco,PE,2020-04-15 05:25:42,-13.7,-76.22,69.8,83,40,1.12
529,Okhotsk,RU,2020-04-15 05:25:42,59.38,143.3,33.71,82,0,4.03
530,Shache,CN,2020-04-15 05:25:43,38.42,77.24,76.37,12,91,16.4
531,Kimbe,PG,2020-04-15 05:25:43,-5.55,150.14,85.24,75,48,1.39
532,Turan,VN,2020-04-15 05:25:43,16.07,108.22,84.2,62,75,3.36
533,Kuching,MY,2020-04-15 05:25:44,1.55,110.33,89.6,66,40,6.93
534,Svetlaya,RU,2020-04-15 05:25:44,46.54,138.33,39.15,74,33,4.34
535,Merauke,ID,2020-04-15 05:25:44,-8.47,140.33,85.17,75,40,10.78
536,Mount Isa,AU,2020-04-15 05:25:44,-20.73,139.5,95.0,24,54,10.29
537,Shahr-E Babak,IR,2020-04-15 05:25:45,30.12,55.12,61.25,16,37,12.35
538,Callaguip,PH,2020-04-15 05:25:45,18.07,120.49,84.2,74,75,8.05
539,Gajendragarh,IN,2020-04-15 05:25:45,15.73,75.98,96.6,14,0,9.57
540,La Rioja,ES,2020-04-15 05:25:45,42.25,-2.5,51.8,93,75,8.05
541,Pineville,US,2020-04-15 05:24:17,31.32,-92.43,51.01,66,1,8.05
542,Tubuala,PA,2020-04-15 05:25:46,9.52,-79.03,78.12,80,25,3.53
543,Urumqi,CN,2020-04-15 05:21:47,43.8,87.6,62.6,55,20,4.47
544,Camopi,GF,2020-04-15 05:25:46,3.17,-52.32,69.44,94,96,1.12
545,Neryungri,RU,2020-04-15 05:25:47,56.67,124.65,37.65,55,52,5.48
546,Nago,JP,2020-04-15 05:25:47,26.59,127.98,71.6,56,90,12.75
547,Kambove,CD,2020-04-15 05:25:47,-10.88,26.6,65.52,66,99,2.19
548,General Cepeda,MX,2020-04-15 05:25:47,25.38,-101.45,51.8,93,90,14.09
549,Tadine,NC,2020-04-15 05:25:48,-21.55,167.88,75.96,82,99,15.86
550,Springbok,ZA,2020-04-15 05:25:48,-29.66,17.89,50.13,46,35,4.0
551,Komsomolskiy,UZ,2020-04-15 05:25:48,40.43,71.72,51.8,87,75,9.17
552,Bilibino,RU,2020-04-15 05:25:48,68.05,166.44,16.88,89,85,0.65
553,Ardabil,IR,2020-04-15 05:25:48,38.25,48.29,44.6,65,0,4.7
554,Lucapa,AO,2020-04-15 05:25:49,-8.42,20.74,70.12,72,100,0.29
555,Lieksa,FI,2020-04-15 05:25:49,63.32,30.02,34.29,83,11,5.06
